eLife_ID,Count.number.of.answers,Collector.ID,Start_Date,End_Date,Time.to.complete,Time,Pace,Provided_Support,Not_ProvidedSupport,Why_NoSupport_NoResponsibility,Why_NoSupport_Invasive,Why_NoSupport_NoNeed,Why_NoSupport_Difficult,Why_NoSupport_Know,Why_NoSupport_Time,Why_NoSupport_SomeoneElse,Why_NoSupport_Qualified,Why_NoSupport_Timing,Why_NoSupport_OwnMH,Why_NoSupport_Politics,Why_NoSupport_Unsure,Why_NoSupport_PNTA,Why_NoSupport_Other,Supporter_CareerStage,Supporter_Officially,Supporter_MH,Supporter_NumberReceivers,Supporter_Country,Supporter_Country_Typos,Receiver_CareerStage,Receiver_CareerStage_Other,Receiver_MH_Perfectionism,Receiver_MH_BurnOut,Receiver_MH_Depression,Receiver_MH_LowSE,Receiver_MH_Anxiety,Receiver_MH_Sleep,Receiver_MH_Panic,Receiver_MH_Suicide,Receiver_MH_SelfHarm,Receiver_MH_Bereavement,Receiver_MH_Substance,Receiver_MH_Eating,Receiver_MH_ADHD,Receiver_MH_Bipolar,Receiver_MH_PTSD,Receiver_MH_Personality,Receiver_MH_Unsure,Receiver_MH_PNTA,Receiver_MH_Other,Receiver_MHCauses_Progress,Receiver_MHCauses_Workload,Receiver_MHCauses_Conflict,Receiver_MHCauses_Bullying,Receiver_MHCauses_Isolation,Receiver_MHCauses_Homesick,Receiver_MHCauses_Funding,Receiver_MHCauses_Admin,Receiver_MHCauses_Sexual,Receiver_MHCauses_Racism,Receiver_MHCauses_Physical,Receiver_MHCauses_MHInstitution,Receiver_MHCauses_NonMHInstitution,Receiver_MHCauses_NotAcademia,Receiver_MHCauses_NotSure,Receiver_MHCauses_PNTA,Receiver_MHCauses_Other,Receiver_MHCauses_Other_Dummy,Receiver_ProfessionalHelp,Receiver_Missing_Personal,Receiver_Missing_Peers,Receiver_Missing_Managers,Receiver_Missing_Institutions,Receiver_Missing_Pro,Receiver_Missing_OutPro,Receiver_Missing_Other,Lenght_Support,Supporter_Actions_OpenUp,Supporter_Actions_Resources,Supporter_Actions_HelpResources,Supporter_Actions_Emotional,Supporter_Actions_Advice,Supporter_Actions_Work,Supporter_Actions_Personal,Supporter_Actions_Crisis,Supporter_Actions_Adjustments,Supporter_Actions_Advocacy,Supporter_Actions_Unsure,Supporter_Actions_PNTA,Supporter_Actions_Other,Supporter_Regrets,Comfortable_withMH,Confident_withMH,Impact_Draining,Impact_Time,Impact_Work,Impact_Personal,Impact_Rewarding,Impact_PositiveDifference,Impact_Beacon,FiveWords,FiveWords_Recoded,Support_Institution,Support_Colleagues,Support_Personal,Support_Receiver,Support_Emotional_No,Support_Emotional_NoFind,Support_Emotional_Institution,Support_Emotional_Colleagues,Support_Emotional_Personal,Support_Emotional_Unsure,Support_Emotional_PNTA,Support_Emotional_Other,Support_Practical,Support_Practical_Other,Advice_Colleagues,Advice_Personal,Advice_Communities,Advice_Written,Advice_Training,Advice_Professionals,Advice_Other,Main_Barriers_NotAvailable,Main_Barriers_NoFind,Main_Barriers_Time,Main_Barriers_Financial,Main_Barriers_NotUseful,Main_Barriers_NoPb,Main_Barriers_Other,Advice_Needed,Advice_Useful,All_Age,All_Gender,All_Gender_Other,All_Minority_No,All_Minority_Ethnicity,All_Minority_Gender,All_Minority_Sex,All_Minority_Disability,All_Minority_SES,All_Minority_Unsure,All_Minority_PNTA,All_Minority_Other,Minority_NoGender_Recoded,All_CurrentRole,All_CurrentRole_Other,All_ResearchField,All_ResearchField_Other,All_Competitiveness,All_ResearchCulture,All_MH,All_UnderstandingMH,Consent_Share,All_Comments,Receiver_CareerStage_clean,Why_NoSupport_Other_Dummy,Why_NoSupport_Answered_Sum,Why_NoSupport_Answered_YN,Receiver_MH_Other_Dummy,Receiver_MH_Answered_Sum,Receiver_MH_Answered_YN,Receiver_Missing_Other_Dummy,Receiver_Missing_Answered_Sum,Receiver_Missing_Answered_YN,Supporter_Actions_Other_Dummy,Supporter_Actions_Answered_Sum,Supporter_Actions_Answered_YN,Support_Emotional_Other_Dummy,Support_Emotional_Answered_Sum,Support_Emotional_Answered_YN,Support_Practical_Other_Dummy,Support_Practical_Answered_Sum,Support_Practical_Answered_YN,Advice_Colleagues_Other_Dummy,Advice_Colleagues_Other,Main_Barriers_Other_Dummy,Main_Barriers_Answered_Sum,Main_Barriers_Answered_YN,All_Gender_Other_Dummy,All_Gender_Answered_Sum,All_Gender_Answered_YN,All_Minority_Other_Dummy,All_Minority_Answered_Sum,All_Minority_Answered_YN,All_CurrentRole_Other_Dummy,All_CurrentRole_Answered_Sum,All_CurrentRole_Answered_YN,All_ResearchField_Other_Dummy,All_ResearchField_Answered_Sum,All_ResearchField_Answered_YN,Supporter_CareerStage_clean,All_Gender_clean,All_CurrentRole_clean
1202,12,248048758,29/10/19 22:40,29/10/19 22:44,00:04:01,241,20.08,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,3,1,,1,NA,NA,NA,NA,NA,NA,NA,,1,4,,5,,4,5,5,4,2,,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,1,1,0,1,1,0,4,1,0,5,1,NA,1,4
1203,55,248048758,29/10/19 22:37,29/10/19 22:54,00:16:08,968,17.6,3,2,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,,6,1,1,1,Canada,Canada,4,,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,1,NA,NA,1,1,NA,1,,5,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Help them find other job options, other career paths, put him in contact with people",,4,4,5,2,1,5,3,3,1,Tiring Concern Worried Discouraged Fortunate,Tiring Concern Worried Discouraged Fortunate,6,6,4,5,1,NA,NA,NA,NA,NA,NA,,4,,4,4,2,5,5,4,,NA,NA,1,NA,NA,NA,,,,3,3,,1,NA,NA,NA,NA,NA,NA,NA,,1,6,,5,,5,4,4,3,2,,4,0,2,1,0,3,1,0,3,1,1,4,1,0,0,0,0,4,1,NA,NA,0,1,1,0,3,1,0,1,1,0,6,1,0,5,1,6,3,6
1204,58,248048758,29/10/19 22:33,29/10/19 22:44,00:10:58,658,11.34,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,2,1,2,2,Germany,Germany,2,,NA,1,1,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,1,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,1,NA,NA,1,1,NA,NA,,2,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,,,5,3,3,3,3,4,3,3,3,,,1,1,4,5,1,NA,NA,NA,1,NA,NA,,4,,5,2,5,5,5,5,,NA,1,1,1,NA,NA,,,,2,3,,1,NA,NA,NA,NA,NA,NA,NA,,1,2,,5,,3,5,5,5,2,,2,0,0,0,0,6,1,0,2,1,0,2,1,0,1,1,0,4,1,NA,NA,0,3,1,0,3,1,0,1,1,0,2,1,0,5,1,2,3,2
1205,53,248048758,29/10/19 22:27,29/10/19 22:36,00:08:45,525,9.91,2,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,,7,1,1,1,Australia,Australia,8,,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,3,NA,NA,1,1,NA,NA,,3,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,,,2,2,4,2,3,4,3,4,4,confronting,confronting,3,3,3,5,NA,NA,NA,NA,NA,1,NA,,3,,5,5,5,2,2,4,,NA,NA,NA,NA,NA,1,,types of support available,,3,1,,1,NA,NA,NA,NA,NA,NA,NA,,1,8,,5,,5,4,3,2,2,The hyper competitive nature of research and extreme constraints on funding and job security are having a very detrimental impact on mental health and job satisfaction for biomedical research,8,0,1,1,0,2,1,0,2,1,0,3,1,0,1,1,0,3,1,NA,NA,0,1,1,0,1,1,0,1,1,0,8,1,0,5,1,7,1,8
1206,64,248048758,29/10/19 22:27,29/10/19 22:36,00:08:35,515,8.05,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,7,2,1,3,USA,USA,3,,NA,NA,1,1,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,,1,1,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,,,2,1,NA,NA,NA,1,1,,3,1,1,1,1,1,1,NA,NA,1,NA,NA,NA,,,2,2,4,4,4,4,2,2,3,Frustrating Lack of progress Unprepared,Frustrating Lack of progress Unprepared,1,1,1,2,1,NA,NA,NA,NA,NA,NA,,3,,3,3,3,3,2,2,,1,1,1,NA,1,NA,,I was unprepared for this. I did not know how to help the person in question. Conversations did not seem to be fruitful and professional help did not seem to help him either.,,4,1,,1,NA,NA,NA,NA,NA,NA,NA,,1,8,,5,,5,1,1,1,2,,3,0,0,0,0,5,1,0,3,1,0,7,1,0,0,0,0,3,1,NA,NA,0,4,1,0,1,1,0,1,1,0,8,1,0,5,1,7,1,8
1207,50,247890590,29/10/19 22:23,29/10/19 22:27,00:03:50,230,4.6,4,3,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,,3,1,2,2,United States,USA,3,,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,1,NA,NA,1,1,NA,NA,,3,1,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,,,4,5,5,4,5,5,4,5,4,,,1,2,4,4,NA,1,NA,NA,NA,NA,NA,,1,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,2,1,,1,NA,NA,NA,NA,NA,NA,NA,,1,3,,5,,5,4,5,5,2,,3,0,3,1,0,4,1,0,2,1,0,3,1,0,1,1,0,1,1,NA,NA,0,0,0,0,1,1,0,1,1,0,3,1,0,5,1,3,1,3
1208,52,248048341,29/10/19 22:22,29/10/19 22:34,00:12:20,740,14.23,3,2,NA,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,,5,1,1,2,United States,USA,3,,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,1,NA,NA,NA,NA,1,NA,,4,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,,,5,4,4,3,1,2,4,5,5,[REDACTED FOR CONFIDENTIALITY],[REDACTED FOR CONFIDENTIALITY],3,5,4,4,1,NA,NA,NA,NA,NA,NA,,3,,1,4,1,1,2,2,,NA,1,1,NA,NA,NA,,,,2,1,,1,NA,NA,NA,NA,NA,NA,NA,,1,3,,5,,5,4,2,5,1,[REDACTED FOR CONFIDENTIALITY],3,0,3,1,0,2,1,0,1,1,0,2,1,0,0,0,0,3,1,NA,NA,0,2,1,0,1,1,0,1,1,0,3,1,0,5,1,5,1,3
1209,42,248048758,29/10/19 22:18,29/10/19 22:32,00:14:30,870,20.71,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,8,2,1,2,USA,USA,3,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,sexual assault in the past,1,2,NA,NA,NA,1,NA,NA,public mishandling of Title IX cases triggering past trauma,5,NA,NA,NA,1,NA,1,NA,NA,1,1,NA,NA,,,5,5,5,5,3,4,4,5,5,,,2,5,5,5,NA,NA,NA,NA,1,NA,NA,"my lab supported me, not peers",2,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,5,3,,1,NA,NA,NA,NA,NA,NA,NA,,1,8,,6,,5,5,5,5,2,,3,0,0,0,0,2,1,1,2,1,0,4,1,1,2,1,0,2,1,NA,NA,0,0,0,0,3,1,0,1,1,0,8,1,0,6,1,8,3,8
1210,57,248048758,29/10/19 22:17,29/10/19 22:33,00:16:22,982,17.23,2,3,NA,1,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,,7,2,2,3,,,3,,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,1,NA,NA,NA,1,1,NA,NA,NA,1,NA,NA,1,NA,NA,NA,,,2,NA,1,NA,NA,NA,NA,"Person described not having a satisfactory relationship with therapist, but feeling that it was too difficult to change providers. Also lack of choice in therapists due to student health insurance. I don't really know about friend support.",5,1,1,NA,1,NA,1,NA,NA,1,1,NA,NA,,,5,3,4,4,4,5,4,4,3,"frustrating, sad, stressful, conflicted",frustrating sad stressful conflicted,4,2,4,3,NA,NA,NA,NA,NA,NA,NA,"Yes, when I had my own therapist. But she retired recently, and I am looking for a new provider.",3,,4,4,1,5,5,4,,NA,NA,NA,NA,NA,NA,"I have accessed some resources, but the situation isn't resolved, so there may be some that I need but don't know about.","what are concrete options for graduate students who are having difficulty making progress to degree due to mental health issues, and how do they affect fellowships/funding, etc",my therapist and our department graduate program administrator,4,3,,1,NA,NA,NA,NA,NA,NA,NA,,1,7,,5,,5,3,5,4,2,It really helps if your therapist understands research culture/academia. I was very lucky in this regard with respect to my own problems. It's difficult for students to switch therapists to find one who does understand the work environment.,3,0,3,1,0,3,1,1,2,1,0,6,1,1,1,1,0,3,1,NA,NA,1,1,1,0,3,1,0,1,1,0,7,1,0,5,1,7,3,7
1211,52,248048341,29/10/19 22:13,29/10/19 22:18,00:05:16,316,6.08,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,4,1,3,2,Uk,UK,4,,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,1,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,,,1,NA,NA,NA,1,1,1,,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,,,3,2,4,4,4,2,3,3,6,,,1,4,4,5,1,NA,NA,NA,NA,NA,NA,,1,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,2,3,,NA,NA,NA,NA,1,NA,NA,NA,,2,4,,18,,5,5,5,5,2,,4,0,0,0,0,5,1,0,3,1,0,5,1,0,0,0,0,1,1,NA,NA,0,0,0,0,3,1,0,1,1,0,4,1,0,18,1,4,3,4
1212,55,247890590,29/10/19 22:11,29/10/19 22:25,00:14:44,884,16.07,3,3,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,,3,1,2,1,,,3,,NA,1,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,1,NA,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,,,1,NA,NA,1,1,NA,NA,,2,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,,"Convince them to get professional help, the person thought that would not be helpful.",4,4,5,4,1,5,2,3,1,It was tiring for me as well.,It was tiring for me as well.,6,6,2,2,NA,1,NA,NA,NA,NA,NA,,3,,5,4,4,4,2,5,,NA,NA,1,NA,NA,NA,,Dealing with suicidal thoughts of the person in supported,,2,3,,NA,1,NA,NA,NA,NA,NA,NA,,2,3,,5,,5,5,4,4,2,Institutional support needs to increase. PIs should acknowledge that mental health is important and providing an environment that ensures it is part of their job description.,3,0,2,1,0,4,1,0,2,1,0,2,1,0,1,1,0,3,1,NA,NA,0,1,1,0,3,1,0,1,1,0,3,1,0,5,1,3,3,3
1213,11,247890590,29/10/19 22:10,29/10/19 22:14,00:04:14,254,23.09,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,NA,1,,NA,1,NA,NA,NA,NA,NA,NA,I am an immigrant,2,6,,5,,5,5,5,4,2,"I think mental health issues are directly related to the extremely competitive nature of the academy in the USA. It is directly related to the hardcore capitalist culture. Unlike Europe, many postdocs, PIs and Ph.D. students live without having enough vacations. It is even more difficult for immigrant scientists because they can lose their immigration status if they lose their job.",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,1,1,1,2,1,0,6,1,0,5,1,NA,1,6
1214,61,248048758,29/10/19 22:02,29/10/19 22:16,00:13:39,819,13.43,4,3,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,,8,2,2,2,USA,USA,3,,NA,NA,NA,1,1,1,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,3,NA,NA,NA,NA,1,1,"lack of investment in seeking help within and outside institution; you can't make someone go to therapy , they have to want it",3,1,1,1,1,1,NA,NA,NA,NA,1,NA,NA,,,4,4,4,5,3,5,5,5,5,"trust, communication, compassion, patience, goodwill",trust communication compassion patience goodwill,5,5,5,5,NA,NA,NA,1,1,NA,NA,"therapy, mindfulness practice are my companions as a group leader/principle investigator",3,,4,4,4,4,4,4,,NA,NA,NA,NA,NA,1,,getting buy in from student to take action to better their mental health,"in house health professionals, courses on stress reduction",4,1,,1,NA,NA,NA,NA,NA,NA,NA,,1,8,,5,,5,2,5,5,2,"It is difficult, but can be rewarding. Key to have information on institutional resources and courses. Ideal to have someone to brainstorm with, in confidence, about the best way to help trainees seek mental health assistance. Those providing support also need to have great self-care as they balance personal and professional .",3,0,3,1,0,5,1,1,3,1,0,6,1,1,3,1,0,3,1,NA,NA,0,1,1,0,1,1,0,1,1,0,8,1,0,5,1,8,1,8
1215,53,248048341,29/10/19 22:02,29/10/19 22:13,00:11:12,672,12.68,2,3,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,,4,1,1,1,Denmark,Denmark,4,Close colleague,NA,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ocd,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,2,NA,NA,NA,1,NA,NA,,6,NA,NA,NA,1,1,NA,NA,NA,NA,1,NA,NA,,,4,2,2,1,1,4,3,4,3,Lack knowlegde to support adequately,Lack knowledge to support adequately,4,3,3,5,1,NA,NA,NA,NA,NA,NA,,3,,4,2,5,2,2,2,,1,NA,1,NA,NA,NA,,How to best help a person with ocd and anxiety,,3,3,,1,NA,NA,NA,NA,NA,NA,NA,,1,4,,5,,4,2,5,3,2,It is overlooked and a taboo to some extent - i hope Surveys like this Will facilitate an open discussion about it,4,0,1,1,1,4,1,0,1,1,0,3,1,0,0,0,0,3,1,NA,NA,0,2,1,0,3,1,0,1,1,0,4,1,0,5,1,4,3,4
1216,76,248048758,29/10/19 21:59,29/10/19 22:16,00:17:34,1054,13.87,4,3,NA,1,NA,NA,1,NA,1,1,NA,1,NA,NA,NA,,3,1,2,2,UK,UK,3,One of these people was my partner,1,1,1,1,1,NA,1,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,,1,1,1,1,1,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,,,3,NA,NA,1,NA,NA,NA,,5,1,1,1,1,1,1,1,1,NA,1,NA,NA,,,5,4,5,5,4,5,4,5,4,"Draining, exhausting, upsetting, worthwhile, empowering",Draining exhausting upsetting worthwhile empowering,4,2,5,5,NA,1,NA,NA,NA,NA,NA,"To a certain extent I spoke to my supervisor about this, but struggled to keep things professional, so I ended up letting him know when my work was being affected",0,I knew some things but more would have been helpful. I mostly tried advice from random forums online which took a lot of time out of my work and self-care time,5,3,5,2,2,2,,1,1,1,NA,NA,NA,Awkwardness over asking for help,"Emotional support for myself, as well as more time and understanding when my work suffered",,1,3,,NA,NA,1,NA,NA,NA,NA,NA,,NA,3,,5,,5,5,5,5,2,"People are reluctant to seek help because they worry it will endanger their position at the university. This is true with people struggling and people supporting them. The biggest thing will be helping people speak up and ask for help, knowing that they will be listened to and that they will be given the support they need without question.",3,0,5,1,0,8,1,0,1,1,0,9,1,1,2,1,1,1,1,NA,NA,1,4,1,0,3,1,0,1,1,0,3,1,0,5,1,3,3,3
1217,42,248048758,29/10/19 21:57,29/10/19 22:09,00:11:37,697,16.6,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,7,2,1,1,USA,USA,3,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[REDACTED FOR CONFIDENTIALITY],1,2,NA,NA,NA,NA,NA,NA,,2,NA,1,NA,1,NA,1,NA,NA,1,1,NA,NA,,,4,3,5,4,5,3,4,5,3,[REDACTED FOR CONFIDENTIALITY],[REDACTED FOR CONFIDENTIALITY],4,4,4,5,NA,NA,NA,NA,1,NA,NA,,2,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,3,3,,1,NA,NA,NA,NA,NA,NA,NA,,1,7,,5,,4,2,4,2,1,[REDACTED FOR CONFIDENTIALITY],3,0,0,0,0,1,1,0,0,0,0,5,1,0,1,1,0,2,1,NA,NA,0,0,0,0,3,1,0,1,1,0,7,1,0,5,1,7,3,7
1218,59,248048758,29/10/19 15:15,29/10/19 22:17,07:02:10,25330,429.32,3,3,NA,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,,4,1,2,3,USA,USA,3,,NA,1,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,1,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,4,NA,NA,1,NA,NA,NA,,1,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,,,4,3,5,4,4,4,3,3,3,,,1,2,3,3,NA,1,NA,NA,NA,NA,NA,,3,,2,5,1,2,2,2,,NA,1,1,NA,NA,NA,,,,3,1,,NA,1,NA,NA,NA,NA,NA,NA,,2,9,,NA,,5,4,5,2,2,"The more competitive the PI/lab is, the less empathy the group leader/lab show toward the people under them. students, assistants, postdoc... (it is also common in the real world.) People who can tough it up survive. People who can't suffer mental illness. Abusive of power in the academia is not rare.",3,0,4,1,0,4,1,0,1,1,0,3,1,0,1,1,0,3,1,NA,NA,0,2,1,0,1,1,0,1,1,0,9,1,0,0,0,4,1,9
1219,57,248048758,29/10/19 21:54,29/10/19 22:20,00:25:45,1545,27.11,3,3,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,,6,1,1,2,UK,UK,3,,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,3,NA,NA,1,1,NA,NA,,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,,,3,2,3,1,1,1,4,4,4,,,3,4,6,4,1,NA,NA,NA,NA,NA,NA,,3,,4,1,1,2,2,2,,1,1,NA,NA,NA,NA,,,,3,1,,NA,NA,NA,NA,NA,1,NA,NA,,2,6,,5,,5,4,1,3,2,,3,0,3,1,0,3,1,0,2,1,0,3,1,0,0,0,0,3,1,NA,NA,0,2,1,0,1,1,0,1,1,0,6,1,0,5,1,6,1,6
1220,39,248048758,29/10/19 21:50,29/10/19 22:03,00:12:52,772,19.79,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,6,1,1,1,norway,Norway,3,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,,,3,NA,NA,NA,NA,NA,NA,,1,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,,,4,4,4,4,4,4,4,5,3,,,5,5,3,5,1,NA,NA,NA,NA,NA,NA,,1,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,4,1,,1,NA,NA,NA,NA,NA,NA,NA,,1,7,,5,,5,3,5,5,2,,3,0,0,0,0,1,1,0,0,0,0,3,1,0,0,0,0,1,1,NA,NA,0,0,0,0,1,1,0,1,1,0,7,1,0,5,1,6,1,7
1221,54,248048758,29/10/19 21:49,29/10/19 22:11,00:22:45,1365,25.28,4,3,NA,1,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,,4,1,2,2,USA and France,USA and France,4,,1,1,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,1,1,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,1,NA,NA,1,NA,1,NA,"The fact that, in the US especially, this is not really admited not to work 24/7 but this is a systemic issue",5,1,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,"In my case, with the person I support, it is often a reciprocal support. They know they can call when down and I know I can to the same. We all work A LOT, face miscommunication issues with colleagues/collaborators, bear the pressure of having an academic position, publish or perish, not working as fast etc... It comes and goes. And talking with friends we trust is an important emotional support. We often say that we would have quit if we did not have each others.",,5,5,3,2,1,4,5,5,5,"I have already done that in the previous page I think :) In academia, we all struggle at a part of our life. It is important to talk and be supportive, to have close friends you can talk to. I am not sure that me and my friends would have trust somebody related to an institution (because then you are flagged ""weak"" whereas everybody have down phases). We are stronger than ever because we can openly talk about our experience without being judge and come up with good solutions.",,2,2,6,6,1,NA,NA,NA,NA,NA,NA,,1,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,2,3,,NA,NA,NA,NA,NA,NA,NA,NA,"I am a woman, so I am considered minority",1,4,,5,,5,5,5,5,2,"In my case, as you can probably see, I was lucky enough to found support from my other friends in academia that were close to me in age (knowing most of them from grad school or conferences) and give support to them in return. I feel extremely lucky for this. I also have an advisor with who I can talk and who also share her own mental-health-related-to-academia struggles (she is also department chair of the department) which is incredibly helpful. But a lot of people don't have this chance. And myself, I also often display this overachiever successful image of myself just because this is how you get a job etc (which I don't like but heh) even if I often feel stressed, depressed, pressured, etc. This is not OK and this is because of the whole academic culture.",4,0,4,1,0,4,1,1,3,1,1,4,1,0,0,0,0,1,1,NA,NA,0,0,0,0,3,1,1,1,1,0,4,1,0,5,1,4,3,4
